option_id,raw_tier_index,option_level_raw,enabled,roll_index,value_0,value_1,value_2
63,0,1000,True,0,210,0,0
63,0,1000,True,1,220,0,0
63,0,1000,True,2,230,0,0
63,0,1000,True,3,240,0,0
63,0,1000,True,4,250,0,0
63,0,1000,True,5,260,0,0
63,0,1000,True,6,270,0,0
63,0,1000,True,7,280,0,0
63,0,1000,True,8,290,0,0
63,0,1000,True,9,300,0,0
63,1,5090,True,0,310,0,0
63,1,5090,True,1,320,0,0
63,1,5090,True,2,330,0,0
63,1,5090,True,3,340,0,0
63,1,5090,True,4,350,0,0
63,1,5090,True,5,360,0,0
63,1,5090,True,6,370,0,0
63,1,5090,True,7,380,0,0
63,1,5090,True,8,390,0,0
63,1,5090,True,9,400,0,0
63,2,17310,True,0,410,0,0
63,2,17310,True,1,420,0,0
63,2,17310,True,2,430,0,0
63,2,17310,True,3,440,0,0
63,2,17310,True,4,450,0,0
63,2,17310,True,5,460,0,0
63,2,17310,True,6,470,0,0
63,2,17310,True,7,480,0,0
63,2,17310,True,8,490,0,0
63,2,17310,True,9,500,0,0
63,3,27500,True,0,550,0,0
63,3,27500,True,1,565,0,0
63,3,27500,True,2,580,0,0
63,3,27500,True,3,595,0,0
63,3,27500,True,4,610,0,0
63,3,27500,True,5,625,0,0
63,3,27500,True,6,640,0,0
63,3,27500,True,7,655,0,0
63,3,27500,True,8,670,0,0
63,3,27500,True,9,685,0,0
63,4,28050,True,0,705,0,0
63,4,28050,True,1,720,0,0
63,4,28050,True,2,735,0,0
63,4,28050,True,3,750,0,0
63,4,28050,True,4,765,0,0
63,4,28050,True,5,780,0,0
63,4,28050,True,6,795,0,0
63,4,28050,True,7,810,0,0
63,4,28050,True,8,825,0,0
63,4,28050,True,9,840,0,0
63,5,30500,True,0,860,0,0
63,5,30500,True,1,875,0,0
63,5,30500,True,2,890,0,0
63,5,30500,True,3,905,0,0
63,5,30500,True,4,920,0,0
63,5,30500,True,5,935,0,0
63,5,30500,True,6,950,0,0
63,5,30500,True,7,965,0,0
63,5,30500,True,8,980,0,0
63,5,30500,True,9,995,0,0
63,6,32500,True,0,1015,0,0
63,6,32500,True,1,1038,0,0
63,6,32500,True,2,1061,0,0
63,6,32500,True,3,1084,0,0
63,6,32500,True,4,1107,0,0
63,6,32500,True,5,1130,0,0
63,6,32500,True,6,1153,0,0
63,6,32500,True,7,1176,0,0
63,6,32500,True,8,1199,0,0
63,6,32500,True,9,1222,0,0
63,7,36000,True,0,1312,0,0
63,7,36000,True,1,1335,0,0
63,7,36000,True,2,1358,0,0
63,7,36000,True,3,1381,0,0
63,7,36000,True,4,1404,0,0
63,7,36000,True,5,1427,0,0
63,7,36000,True,6,1450,0,0
63,7,36000,True,7,1473,0,0
63,7,36000,True,8,1496,0,0
63,7,36000,True,9,1519,0,0
63,8,40000,True,0,1609,0,0
63,8,40000,True,1,1632,0,0
63,8,40000,True,2,1655,0,0
63,8,40000,True,3,1678,0,0
63,8,40000,True,4,1701,0,0
63,8,40000,True,5,1724,0,0
63,8,40000,True,6,1747,0,0
63,8,40000,True,7,1770,0,0
63,8,40000,True,8,1793,0,0
63,8,40000,True,9,1816,0,0
63,9,40990,True,0,2000,0,0
63,9,40990,True,1,2050,0,0
63,9,40990,True,2,2100,0,0
63,9,40990,True,3,2150,0,0
63,9,40990,True,4,2200,0,0
63,9,40990,True,5,2250,0,0
63,9,40990,True,6,2300,0,0
63,9,40990,True,7,2350,0,0
63,9,40990,True,8,2400,0,0
63,9,40990,True,9,2450,0,0
67,0,1000,True,0,210,0,0
67,0,1000,True,1,220,0,0
67,0,1000,True,2,230,0,0
67,0,1000,True,3,240,0,0
67,0,1000,True,4,250,0,0
67,0,1000,True,5,260,0,0
67,0,1000,True,6,270,0,0
67,0,1000,True,7,280,0,0
67,0,1000,True,8,290,0,0
67,0,1000,True,9,300,0,0
67,1,5090,True,0,310,0,0
67,1,5090,True,1,320,0,0
67,1,5090,True,2,330,0,0
67,1,5090,True,3,340,0,0
67,1,5090,True,4,350,0,0
67,1,5090,True,5,360,0,0
67,1,5090,True,6,370,0,0
67,1,5090,True,7,380,0,0
67,1,5090,True,8,390,0,0
67,1,5090,True,9,400,0,0
67,2,17310,True,0,410,0,0
67,2,17310,True,1,420,0,0
67,2,17310,True,2,430,0,0
67,2,17310,True,3,440,0,0
67,2,17310,True,4,450,0,0
67,2,17310,True,5,460,0,0
67,2,17310,True,6,470,0,0
67,2,17310,True,7,480,0,0
67,2,17310,True,8,490,0,0
67,2,17310,True,9,500,0,0
67,3,27500,True,0,550,0,0
67,3,27500,True,1,565,0,0
67,3,27500,True,2,580,0,0
67,3,27500,True,3,595,0,0
67,3,27500,True,4,610,0,0
67,3,27500,True,5,625,0,0
67,3,27500,True,6,640,0,0
67,3,27500,True,7,655,0,0
67,3,27500,True,8,670,0,0
67,3,27500,True,9,685,0,0
67,4,28050,True,0,705,0,0
67,4,28050,True,1,720,0,0
67,4,28050,True,2,735,0,0
67,4,28050,True,3,750,0,0
67,4,28050,True,4,765,0,0
67,4,28050,True,5,780,0,0
67,4,28050,True,6,795,0,0
67,4,28050,True,7,810,0,0
67,4,28050,True,8,825,0,0
67,4,28050,True,9,840,0,0
67,5,30500,True,0,860,0,0
67,5,30500,True,1,875,0,0
67,5,30500,True,2,890,0,0
67,5,30500,True,3,905,0,0
67,5,30500,True,4,920,0,0
67,5,30500,True,5,935,0,0
67,5,30500,True,6,950,0,0
67,5,30500,True,7,965,0,0
67,5,30500,True,8,980,0,0
67,5,30500,True,9,995,0,0
67,6,32500,True,0,1015,0,0
67,6,32500,True,1,1038,0,0
67,6,32500,True,2,1061,0,0
67,6,32500,True,3,1084,0,0
67,6,32500,True,4,1107,0,0
67,6,32500,True,5,1130,0,0
67,6,32500,True,6,1153,0,0
67,6,32500,True,7,1176,0,0
67,6,32500,True,8,1199,0,0
67,6,32500,True,9,1222,0,0
67,7,36000,True,0,1312,0,0
67,7,36000,True,1,1335,0,0
67,7,36000,True,2,1358,0,0
67,7,36000,True,3,1381,0,0
67,7,36000,True,4,1404,0,0
67,7,36000,True,5,1427,0,0
67,7,36000,True,6,1450,0,0
67,7,36000,True,7,1473,0,0
67,7,36000,True,8,1496,0,0
67,7,36000,True,9,1519,0,0
67,8,40000,True,0,1609,0,0
67,8,40000,True,1,1632,0,0
67,8,40000,True,2,1655,0,0
67,8,40000,True,3,1678,0,0
67,8,40000,True,4,1701,0,0
67,8,40000,True,5,1724,0,0
67,8,40000,True,6,1747,0,0
67,8,40000,True,7,1770,0,0
67,8,40000,True,8,1793,0,0
67,8,40000,True,9,1816,0,0
67,9,40990,True,0,2000,0,0
67,9,40990,True,1,2050,0,0
67,9,40990,True,2,2100,0,0
67,9,40990,True,3,2150,0,0
67,9,40990,True,4,2200,0,0
67,9,40990,True,5,2250,0,0
67,9,40990,True,6,2300,0,0
67,9,40990,True,7,2350,0,0
67,9,40990,True,8,2400,0,0
67,9,40990,True,9,2450,0,0
66,0,1000,True,0,210,0,0
66,0,1000,True,1,220,0,0
66,0,1000,True,2,230,0,0
66,0,1000,True,3,240,0,0
66,0,1000,True,4,250,0,0
66,0,1000,True,5,260,0,0
66,0,1000,True,6,270,0,0
66,0,1000,True,7,280,0,0
66,0,1000,True,8,290,0,0
66,0,1000,True,9,300,0,0
66,1,5090,True,0,310,0,0
66,1,5090,True,1,320,0,0
66,1,5090,True,2,330,0,0
66,1,5090,True,3,340,0,0
66,1,5090,True,4,350,0,0
66,1,5090,True,5,360,0,0
66,1,5090,True,6,370,0,0
66,1,5090,True,7,380,0,0
66,1,5090,True,8,390,0,0
66,1,5090,True,9,400,0,0
66,2,17310,True,0,410,0,0
66,2,17310,True,1,420,0,0
66,2,17310,True,2,430,0,0
66,2,17310,True,3,440,0,0
66,2,17310,True,4,450,0,0
66,2,17310,True,5,460,0,0
66,2,17310,True,6,470,0,0
66,2,17310,True,7,480,0,0
66,2,17310,True,8,490,0,0
66,2,17310,True,9,500,0,0
66,3,27500,True,0,550,0,0
66,3,27500,True,1,565,0,0
66,3,27500,True,2,580,0,0
66,3,27500,True,3,595,0,0
66,3,27500,True,4,610,0,0
66,3,27500,True,5,625,0,0
66,3,27500,True,6,640,0,0
66,3,27500,True,7,655,0,0
66,3,27500,True,8,670,0,0
66,3,27500,True,9,685,0,0
66,4,28050,True,0,705,0,0
66,4,28050,True,1,720,0,0
66,4,28050,True,2,735,0,0
66,4,28050,True,3,750,0,0
66,4,28050,True,4,765,0,0
66,4,28050,True,5,780,0,0
66,4,28050,True,6,795,0,0
66,4,28050,True,7,810,0,0
66,4,28050,True,8,825,0,0
66,4,28050,True,9,840,0,0
66,5,30500,True,0,860,0,0
66,5,30500,True,1,875,0,0
66,5,30500,True,2,890,0,0
66,5,30500,True,3,905,0,0
66,5,30500,True,4,920,0,0
66,5,30500,True,5,935,0,0
66,5,30500,True,6,950,0,0
66,5,30500,True,7,965,0,0
66,5,30500,True,8,980,0,0
66,5,30500,True,9,995,0,0
66,6,32500,True,0,1015,0,0
66,6,32500,True,1,1038,0,0
66,6,32500,True,2,1061,0,0
66,6,32500,True,3,1084,0,0
66,6,32500,True,4,1107,0,0
66,6,32500,True,5,1130,0,0
66,6,32500,True,6,1153,0,0
66,6,32500,True,7,1176,0,0
66,6,32500,True,8,1199,0,0
66,6,32500,True,9,1222,0,0
66,7,36000,True,0,1312,0,0
66,7,36000,True,1,1335,0,0
66,7,36000,True,2,1358,0,0
66,7,36000,True,3,1381,0,0
66,7,36000,True,4,1404,0,0
66,7,36000,True,5,1427,0,0
66,7,36000,True,6,1450,0,0
66,7,36000,True,7,1473,0,0
66,7,36000,True,8,1496,0,0
66,7,36000,True,9,1519,0,0
66,8,40000,True,0,1609,0,0
66,8,40000,True,1,1632,0,0
66,8,40000,True,2,1655,0,0
66,8,40000,True,3,1678,0,0
66,8,40000,True,4,1701,0,0
66,8,40000,True,5,1724,0,0
66,8,40000,True,6,1747,0,0
66,8,40000,True,7,1770,0,0
66,8,40000,True,8,1793,0,0
66,8,40000,True,9,1816,0,0
66,9,40990,True,0,2000,0,0
66,9,40990,True,1,2050,0,0
66,9,40990,True,2,2100,0,0
66,9,40990,True,3,2150,0,0
66,9,40990,True,4,2200,0,0
66,9,40990,True,5,2250,0,0
66,9,40990,True,6,2300,0,0
66,9,40990,True,7,2350,0,0
66,9,40990,True,8,2400,0,0
66,9,40990,True,9,2450,0,0
64,0,1000,True,0,210,0,0
64,0,1000,True,1,220,0,0
64,0,1000,True,2,230,0,0
64,0,1000,True,3,240,0,0
64,0,1000,True,4,250,0,0
64,0,1000,True,5,260,0,0
64,0,1000,True,6,270,0,0
64,0,1000,True,7,280,0,0
64,0,1000,True,8,290,0,0
64,0,1000,True,9,300,0,0
64,1,5090,True,0,310,0,0
64,1,5090,True,1,320,0,0
64,1,5090,True,2,330,0,0
64,1,5090,True,3,340,0,0
64,1,5090,True,4,350,0,0
64,1,5090,True,5,360,0,0
64,1,5090,True,6,370,0,0
64,1,5090,True,7,380,0,0
64,1,5090,True,8,390,0,0
64,1,5090,True,9,400,0,0
64,2,17310,True,0,410,0,0
64,2,17310,True,1,420,0,0
64,2,17310,True,2,430,0,0
64,2,17310,True,3,440,0,0
64,2,17310,True,4,450,0,0
64,2,17310,True,5,460,0,0
64,2,17310,True,6,470,0,0
64,2,17310,True,7,480,0,0
64,2,17310,True,8,490,0,0
64,2,17310,True,9,500,0,0
64,3,27500,True,0,550,0,0
64,3,27500,True,1,565,0,0
64,3,27500,True,2,580,0,0
64,3,27500,True,3,595,0,0
64,3,27500,True,4,610,0,0
64,3,27500,True,5,625,0,0
64,3,27500,True,6,640,0,0
64,3,27500,True,7,655,0,0
64,3,27500,True,8,670,0,0
64,3,27500,True,9,685,0,0
64,4,28050,True,0,705,0,0
64,4,28050,True,1,720,0,0
64,4,28050,True,2,735,0,0
64,4,28050,True,3,750,0,0
64,4,28050,True,4,765,0,0
64,4,28050,True,5,780,0,0
64,4,28050,True,6,795,0,0
64,4,28050,True,7,810,0,0
64,4,28050,True,8,825,0,0
64,4,28050,True,9,840,0,0
64,5,30500,True,0,860,0,0
64,5,30500,True,1,875,0,0
64,5,30500,True,2,890,0,0
64,5,30500,True,3,905,0,0
64,5,30500,True,4,920,0,0
64,5,30500,True,5,935,0,0
64,5,30500,True,6,950,0,0
64,5,30500,True,7,965,0,0
64,5,30500,True,8,980,0,0
64,5,30500,True,9,995,0,0
64,6,32500,True,0,1015,0,0
64,6,32500,True,1,1038,0,0
64,6,32500,True,2,1061,0,0
64,6,32500,True,3,1084,0,0
64,6,32500,True,4,1107,0,0
64,6,32500,True,5,1130,0,0
64,6,32500,True,6,1153,0,0
64,6,32500,True,7,1176,0,0
64,6,32500,True,8,1199,0,0
64,6,32500,True,9,1222,0,0
64,7,36000,True,0,1312,0,0
64,7,36000,True,1,1335,0,0
64,7,36000,True,2,1358,0,0
64,7,36000,True,3,1381,0,0
64,7,36000,True,4,1404,0,0
64,7,36000,True,5,1427,0,0
64,7,36000,True,6,1450,0,0
64,7,36000,True,7,1473,0,0
64,7,36000,True,8,1496,0,0
64,7,36000,True,9,1519,0,0
64,8,40000,True,0,1609,0,0
64,8,40000,True,1,1632,0,0
64,8,40000,True,2,1655,0,0
64,8,40000,True,3,1678,0,0
64,8,40000,True,4,1701,0,0
64,8,40000,True,5,1724,0,0
64,8,40000,True,6,1747,0,0
64,8,40000,True,7,1770,0,0
64,8,40000,True,8,1793,0,0
64,8,40000,True,9,1816,0,0
64,9,40990,True,0,2000,0,0
64,9,40990,True,1,2050,0,0
64,9,40990,True,2,2100,0,0
64,9,40990,True,3,2150,0,0
64,9,40990,True,4,2200,0,0
64,9,40990,True,5,2250,0,0
64,9,40990,True,6,2300,0,0
64,9,40990,True,7,2350,0,0
64,9,40990,True,8,2400,0,0
64,9,40990,True,9,2450,0,0
65,0,1000,True,0,210,0,0
65,0,1000,True,1,220,0,0
65,0,1000,True,2,230,0,0
65,0,1000,True,3,240,0,0
65,0,1000,True,4,250,0,0
65,0,1000,True,5,260,0,0
65,0,1000,True,6,270,0,0
65,0,1000,True,7,280,0,0
65,0,1000,True,8,290,0,0
65,0,1000,True,9,300,0,0
65,1,5090,True,0,310,0,0
65,1,5090,True,1,320,0,0
65,1,5090,True,2,330,0,0
65,1,5090,True,3,340,0,0
65,1,5090,True,4,350,0,0
65,1,5090,True,5,360,0,0
65,1,5090,True,6,370,0,0
65,1,5090,True,7,380,0,0
65,1,5090,True,8,390,0,0
65,1,5090,True,9,400,0,0
65,2,17310,True,0,410,0,0
65,2,17310,True,1,420,0,0
65,2,17310,True,2,430,0,0
65,2,17310,True,3,440,0,0
65,2,17310,True,4,450,0,0
65,2,17310,True,5,460,0,0
65,2,17310,True,6,470,0,0
65,2,17310,True,7,480,0,0
65,2,17310,True,8,490,0,0
65,2,17310,True,9,500,0,0
65,3,27500,True,0,550,0,0
65,3,27500,True,1,565,0,0
65,3,27500,True,2,580,0,0
65,3,27500,True,3,595,0,0
65,3,27500,True,4,610,0,0
65,3,27500,True,5,625,0,0
65,3,27500,True,6,640,0,0
65,3,27500,True,7,655,0,0
65,3,27500,True,8,670,0,0
65,3,27500,True,9,685,0,0
65,4,28050,True,0,705,0,0
65,4,28050,True,1,720,0,0
65,4,28050,True,2,735,0,0
65,4,28050,True,3,750,0,0
65,4,28050,True,4,765,0,0
65,4,28050,True,5,780,0,0
65,4,28050,True,6,795,0,0
65,4,28050,True,7,810,0,0
65,4,28050,True,8,825,0,0
